"method","path","source_file","surface","tenant_resolution","authentication","request_protection","capability_or_scope","authority","contract_ref","maturity","response_contract","notes"
"GET","/api/channels/telegram-mini-app/orders/:shopPublicId","src/pages/api/channels/telegram-mini-app/orders/[shopPublicId].ts","channel","shopPublicId->active tenant context","opaque Telegram Mini App session","bearer+no-store+tenant-session","telegram.mini_app","d1-projection","channels.telegram-mini-app.orders","contract_ready","order_list_projection","Lists only orders owned by the authenticated Mini App principal."
"GET","/api/channels/telegram-mini-app/orders/:shopPublicId/:orderId","src/pages/api/channels/telegram-mini-app/orders/[shopPublicId]/[orderId].ts","channel","shopPublicId+orderId->tenant principal","opaque Telegram Mini App session","bearer+no-store+tenant-session+principal-order-access","telegram.mini_app","d1-projection","channels.telegram-mini-app.orders","contract_ready","order_projection","Returns a principal-bound order view and cannot cross tenant or customer ownership boundaries."
"POST","/webhooks/discord/:connectionPublicId","src/pages/webhooks/discord/[connectionPublicId].ts","webhook","connectionPublicId->tenant context","Discord Ed25519 interaction proof","raw-body+signature+replay+bounded-body","","verified-event-transaction","webhooks.discord","contract_ready","interaction_ack","Ping and verified interaction acknowledgements only; durable receipt claim is local-ready while bot installation, outbound delivery and provider activation remain gated."
"GET","/webhooks/whatsapp/:connectionPublicId","src/pages/webhooks/whatsapp/[connectionPublicId].ts","webhook","connectionPublicId->tenant context","Meta verify-token challenge","challenge+tenant-binding+no-store","","provider-credential","webhooks.whatsapp.challenge","contract_ready","challenge_text","Returns the challenge only after tenant-bound credential verification; Meta app/business acceptance and commerce activation remain gated."
"POST","/webhooks/whatsapp/:connectionPublicId","src/pages/webhooks/whatsapp/[connectionPublicId].ts","webhook","connectionPublicId->tenant context","WhatsApp raw-body HMAC","raw-body+signature+replay+bounded-body","","verified-event-transaction","webhooks.whatsapp","contract_ready","webhook_decision","Binds entry WABA and metadata phone_number_id to the encrypted connection credential before claiming a reference envelope; changed-payload conflicts return 409 and no raw payload, outbound delivery, payment or fulfillment transition is inferred."
"POST","/webhooks/zalo-mini-app/:connectionPublicId","src/pages/webhooks/zalo-mini-app/[connectionPublicId].ts","webhook","connectionPublicId->tenant context","Zalo event signature","raw-body+signature+replay+bounded-body","","verified-event-transaction","webhooks.zalo-mini-app","provider_pending","webhook_decision","Provider admission is checked before body consumption; normalized claims are reference-only and no commerce state changes."
"POST","/webhooks/zalo-oa/:connectionPublicId","src/pages/webhooks/zalo-oa/[connectionPublicId].ts","webhook","connectionPublicId->tenant context","provider contract pending","no-body-consumption+provider-admission","","none","webhooks.zalo-oa","provider_pending","provider_pending","Zalo OA webhook proof is not currently documented by the provider; the explicit route returns 409 before reading the body and performs no activation or commerce mutation."
"POST","/api/app/shops/:shopPublicId/channels/zalo-oa/oauth/start","src/pages/api/app/shops/[shopPublicId]/channels/zalo-oa/oauth/start.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth","integrations:manage","d1-transaction","app.channels.zalo-oa.oauth","provider_pending","oauth_authorization_projection","Issues a tenant-bound PKCE authorization URL and one-use state; the app secret, access token and OA identity are never accepted from the browser."
"GET","/api/channels/zalo-oa/callback","src/pages/api/channels/zalo-oa/callback.ts","channel","opaque OAuth state->tenant","provider authorization code+oa_id+opaque state","query+no-store+no-state-consume","","none","channels.zalo-oa.oauth","provider_pending","provider_pending","Matches Zalo's browser redirect callback (`code`, `oa_id`, `state`); the public route validates the query shape and remains fail-closed until a reviewed server-side OA credential binding and provider webhook proof exist."
"POST","/api/channels/zalo-oa/callback","src/pages/api/channels/zalo-oa/callback.ts","channel","opaque OAuth state->tenant","provider authorization code+oa_id+opaque state","bounded+json+no-store+no-state-consume","","none","channels.zalo-oa.oauth","provider_pending","provider_pending","Compatibility transport for internal callback tests/relay; accepts only code/oa_id/state and remains fail-closed without consuming OAuth state or persisting provider credentials."
"GET","/api/app/shops/:shopPublicId/storefront/draft","src/pages/api/app/shops/[shopPublicId]/storefront/draft.ts","dashboard","session->membership(shopPublicId)","session+shop","session+shop:read","shop:read","d1-projection","app.storefront","live","safe_storefront_projection","Compatibility alias for the canonical storefront settings projection; tenant and subscription guards remain enforced by the re-exported handler."
"PATCH","/api/app/shops/:shopPublicId/storefront/draft","src/pages/api/app/shops/[shopPublicId]/storefront/draft.ts","dashboard","session->membership(shopPublicId)","session+shop","csrf+recent-auth+expected-version","storefront:manage","d1-transaction","app.storefront","live","draft_projection","Compatibility alias for the canonical storefront settings mutation; optimistic version and tenant guards remain enforced by the re-exported handler."
"GET","/api/app/shops/:shopPublicId/customers","src/pages/api/app/shops/[shopPublicId]/customers/index.ts","dashboard","session->membership(shopPublicId)","session+shop","session+shop:read","customers:read","d1-projection","app.customers","live","paginated_customer_projection","Returns bounded tenant-scoped customer projections with validated cursor pagination and role-based masking."
"GET|DELETE","/api/auth/sessions","src/pages/api/auth/sessions.ts","auth","session->platform user","active_session","GET session; DELETE csrf+recent-auth","account:security","d1-transaction","auth.sessions","live","session_security_projection","Lists safe session metadata or revokes all sessions for the authenticated user without exposing token hashes."
"GET","/api/auth/google/start","src/pages/api/auth/google/start.ts","auth","platform OAuth state","anonymous login/register","origin+admission+no-store","auth:google","google-authorization","auth.google.start","live","oauth_authorization_redirect","Starts Google Authorization Code + PKCE for login or registration; state, nonce and browser binding are server-held and no provider token is persisted."
"POST","/api/auth/google/start","src/pages/api/auth/google/start.ts","auth","session->platform user","recent authenticated session","csrf+recent-auth+admission+no-store","account:security","google-authorization","auth.google.link","live","oauth_authorization_projection","Starts explicit Google account linking from account security; linking never silently keys an existing email."
"GET","/api/auth/google/callback","src/pages/api/auth/google/callback.ts","auth","opaque one-use Google state","Google authorization code","query+PKCE+nonce+browser-binding+no-store","auth:google","d1-transaction","auth.google.callback","live","session_redirect","Consumes state once, validates RS256 claims, creates/resolves the identity, and routes 2FA through the HttpOnly challenge cookie."
"POST","/api/auth/google/2fa","src/pages/api/auth/google/2fa.ts","auth","HttpOnly Google 2FA challenge","pending Google identity","origin+no-store+otp","account:security","d1-transaction","auth.google.2fa","live","session_projection","Completes Google post-callback email OTP before issuing the existing Selinow session."
"POST","/api/internal/uat/providers/dodo","src/pages/api/internal/uat/providers/dodo.ts","internal","release-bound UAT runner","Bearer control token","exact release binding+staging-only","release:operate","d1-read+provider-read","internal.uat.dodo","provider_pending","candidate-bound provider observation","Staging-only Dodo UAT control route; unsupported checkout/webhook scenarios fail closed until genuine provider evidence is available."
